Employee_ID,First_Name,Last_Name,Department,Job_Level,Gender,Race,Hire_Date,Status,Exit_Date,Reason
23121,Megan,Jimenez,Finance,Associate,Other,Asian,2016-02-07,Active,2024-03-18,Voluntary
7882,Donald,Walters,IT,Manager,Male,Black,2022-06-07,Active,2022-10-16,Involuntary
18366,Christopher,Ramsey,IT,Analyst,Male,Other,2017-10-21,Terminated,2024-09-25,Voluntary
22410,Jose,Duffy,Retail Banking,Analyst,Female,Black,2023-10-10,Active,2023-03-23,Voluntary
14680,Nicole,Burns,HR,Analyst,Female,White,2023-09-25,Active,2023-01-26,Voluntary
16286,Denise,Weaver,IT,Director,Male,Asian,2019-08-09,Active,2024-11-06,Voluntary
23924,Mallory,Adams,HR,Analyst,Female,Asian,2019-12-29,Active,2023-07-10,Involuntary
16746,Patricia,Armstrong,Finance,Analyst,Female,Black,2020-02-26,Active,2025-09-13,Voluntary
17423,Pamela,Moran,Operations,Analyst,Female,Other,2016-05-06,Active,2023-10-08,Voluntary
10297,Katherine,Smith,Retail Banking,Manager,Female,Black,2023-03-30,Active,2024-06-06,Retirement
20108,Clinton,Melton,Operations,VP,Female,Asian,2019-02-24,Active,2025-04-25,Involuntary
5830,Francisco,Wilson,HR,Associate,Male,Other,2025-08-27,Active,2022-10-10,Retirement
8911,Stacey,Allen,Finance,Manager,Female,White,2021-02-04,Terminated,2024-10-16,Retirement
2097,Timothy,Turner,IT,Associate,Female,White,2019-03-04,Active,2024-07-09,Voluntary
3773,Paul,Rodriguez,Legal,Analyst,Male,Asian,2024-11-28,Active,2024-10-13,Voluntary
22331,Philip,Stanley,Compliance,Director,Female,Other,2025-07-28,Active,2023-04-21,Voluntary
21151,Michael,Mann,Compliance,Analyst,Female,Asian,2022-05-05,Active,2024-04-01,Involuntary
15630,Maria,Ross,Risk,Analyst,Male,Black,2018-12-11,Terminated,2023-03-14,Voluntary
206,Robert,Ferguson,Retail Banking,Analyst,Female,Other,2021-01-18,Active,2024-09-12,Retirement
4693,Matthew,Black,Finance,Manager,Female,Asian,2016-09-06,Active,2024-10-27,Involuntary
7372,Jeffrey,Strickland,Legal,Manager,Male,White,2017-10-01,Terminated,2025-08-06,Retirement
21899,Paul,Martin,HR,Manager,Male,White,2019-04-27,Active,2024-02-11,Involuntary
13257,Steven,Lawson,IT,Associate,Female,Black,2019-03-05,Active,2025-05-31,Involuntary
2732,Gregory,Lucero,IT,Analyst,Female,Other,2024-04-06,Active,2024-11-23,Voluntary
22270,Dale,Rocha,Risk,Analyst,Female,Asian,2024-08-30,Active,2022-12-21,Voluntary
6646,Bryan,Ross,Finance,Associate,Female,Asian,2025-01-23,Active,2023-07-03,Involuntary
10622,Colton,Adams,HR,Director,Female,Other,2019-06-29,Active,2024-05-20,Voluntary
15912,Cody,Smith,Legal,Analyst,Male,Other,2024-01-30,Active,2023-06-17,Voluntary
23967,Christopher,Williams,Legal,Manager,Male,Other,2021-02-26,Active,2023-10-31,Voluntary
21069,Victoria,Walter,Legal,Analyst,Male,Asian,2017-02-22,Terminated,2025-08-07,Involuntary
11529,Rebecca,Campbell,Retail Banking,Analyst,Female,Hispanic,2021-05-13,Active,2023-04-03,Voluntary
102,Bradley,Thompson,IT,Analyst,Female,Black,2022-05-15,Active,2023-03-10,Involuntary
6886,Michael,Green,Retail Banking,Manager,Female,White,2025-03-31,Active,2024-05-18,Retirement
12077,Anita,Bartlett,Finance,Analyst,Female,Black,2019-02-17,Active,2024-03-22,Voluntary
23155,Jose,Williams,IT,Analyst,Female,Hispanic,2019-06-29,Active,2024-01-25,Voluntary
18402,Michael,Perry,Risk,Associate,Female,Black,2023-07-16,Active,2022-09-27,Retirement
8231,Kayla,Mccall,Compliance,Manager,Male,White,2017-06-27,Active,2025-02-04,Retirement
15616,Ryan,Lewis,IT,Analyst,Male,Asian,2025-02-12,Active,2022-09-19,Retirement
8733,Donna,Long,Risk,Associate,Male,Hispanic,2023-07-09,Active,2024-12-15,Voluntary
14524,Christina,Jacobson,Finance,Analyst,Female,Hispanic,2018-02-20,Active,2023-10-28,Voluntary
12159,Vanessa,Rogers,Operations,Director,Female,White,2021-08-12,Active,2024-01-02,Voluntary
11436,Steven,Allen,Compliance,Associate,Male,Hispanic,2025-06-05,Active,2024-06-03,Voluntary
10478,Daniel,Mccarthy,Risk,Associate,Female,Asian,2025-01-25,Active,2024-08-15,Involuntary
23838,Kyle,Peterson,Risk,Analyst,Female,White,2017-11-10,Terminated,2023-08-19,Involuntary
8302,Crystal,Williams,HR,Analyst,Male,Other,2020-12-24,Terminated,2024-09-14,Involuntary
299,Steven,Robertson,Retail Banking,Analyst,Female,Black,2019-03-24,Terminated,2024-11-19,Involuntary
18043,William,Smith,HR,Associate,Female,Hispanic,2017-07-26,Active,2024-02-29,Voluntary
2939,Theodore,Mitchell,Finance,Analyst,Male,White,2025-05-09,Active,2023-07-22,Voluntary
11179,Michael,Winters,IT,Manager,Female,Black,2024-02-05,Active,2023-10-02,Voluntary
3862,Anthony,Smith,IT,VP,Male,White,2022-10-15,Active,2024-04-16,Involuntary
8189,Joshua,Moreno,Legal,Manager,Male,Black,2016-10-26,Active,2025-03-13,Involuntary
7820,Taylor,Wilcox,Legal,Manager,Male,Other,2022-04-18,Active,2023-06-06,Voluntary
16791,Joshua,Davenport,HR,Analyst,Male,Asian,2022-01-05,Active,2023-02-06,Voluntary
771,Andrew,Powell,Retail Banking,Manager,Female,White,2022-10-17,Active,2024-06-29,Voluntary
11849,Jeremy,Garcia,HR,Manager,Male,Black,2017-01-05,Active,2023-12-10,Voluntary
2403,Mark,Williams,Risk,Analyst,Male,Asian,2022-10-19,Active,2024-07-29,Involuntary
13134,Selena,Mcgee,Retail Banking,Associate,Female,Black,2022-09-04,Active,2023-12-16,Voluntary
15186,David,Montgomery,Legal,Associate,Male,Black,2022-09-12,Active,2022-11-17,Voluntary
14608,Christopher,Wright,Finance,Analyst,Male,Hispanic,2020-08-04,Active,2023-05-24,Involuntary
17587,Patricia,Hall,Legal,Analyst,Male,Hispanic,2022-12-22,Active,2025-08-14,Involuntary
1578,Isaiah,Johnson,IT,Associate,Male,Hispanic,2018-04-24,Active,2025-02-02,Voluntary
1080,Brad,Ali,Finance,Director,Male,Asian,2018-06-16,Active,2025-05-27,Voluntary
7115,Stephen,Farmer,Compliance,Analyst,Female,White,2023-01-07,Active,2023-04-16,Voluntary
16494,Sheila,Edwards,Retail Banking,Analyst,Male,Asian,2025-08-29,Active,2023-03-25,Involuntary
2481,Melissa,Juarez,Finance,Analyst,Male,Hispanic,2018-06-04,Terminated,2025-04-11,Retirement
2494,Theresa,Jones,Operations,Analyst,Female,Asian,2016-11-29,Active,2025-01-21,Voluntary
4921,Traci,Wilson,Finance,Associate,Male,White,2020-12-18,Active,2024-10-12,Involuntary
15880,Anthony,Ruiz,Legal,Associate,Male,Asian,2017-04-06,Active,2023-03-23,Voluntary
4074,James,Owen,Finance,Manager,Female,Asian,2024-01-04,Active,2024-08-25,Involuntary
2405,James,Luna,HR,Associate,Female,White,2023-05-02,Active,2025-05-13,Voluntary
21959,Brandon,Jones,IT,Manager,Female,White,2020-01-01,Active,2023-08-02,Involuntary
8475,Kayla,Perez,Finance,Associate,Female,White,2024-08-29,Active,2025-08-09,Voluntary
748,Jasmine,Flores,Risk,Manager,Female,Hispanic,2021-04-07,Active,2023-10-19,Voluntary
15308,Jennifer,Lopez,Legal,Director,Male,Asian,2016-06-16,Active,2024-02-23,Retirement
12750,Nicholas,Christensen,Finance,Director,Other,Asian,2018-11-23,Terminated,2025-02-20,Voluntary
22552,Susan,Ferguson,Retail Banking,VP,Male,Asian,2016-02-10,Terminated,2022-10-08,Voluntary
1967,Brian,Fisher,Finance,Director,Female,White,2024-11-15,Active,2023-03-24,Involuntary
5977,David,Ellis,HR,Associate,Male,Hispanic,2021-06-25,Active,2022-11-02,Involuntary
12147,Shawn,Charles,Retail Banking,Manager,Male,Hispanic,2017-08-24,Terminated,2025-02-22,Voluntary
23537,Marc,Day,Risk,Associate,Female,Hispanic,2024-07-08,Active,2024-03-22,Voluntary
14784,Kathleen,Blair,Legal,Analyst,Female,Other,2024-12-10,Active,2022-10-29,Voluntary
7385,Sharon,Gordon,Finance,Manager,Male,Other,2024-08-08,Active,2025-07-11,Voluntary
2870,Allison,Smith,Risk,Associate,Female,Other,2022-07-20,Active,2024-08-08,Voluntary
19692,Kristie,Morris,Retail Banking,Analyst,Female,Hispanic,2016-09-24,Active,2025-08-04,Voluntary
5577,Lindsay,Wheeler,HR,Analyst,Female,Black,2021-11-13,Terminated,2024-08-22,Voluntary
13102,Karina,Baker,Finance,Director,Female,Hispanic,2015-12-24,Active,2024-04-10,Involuntary
11784,Stacey,Snyder,Finance,Manager,Female,Hispanic,2019-11-01,Active,2023-01-26,Voluntary
4844,Dawn,Lewis,Compliance,Manager,Male,Other,2019-08-20,Terminated,2023-03-13,Retirement
14330,Brett,Campbell,Legal,Analyst,Male,Hispanic,2025-04-08,Active,2024-07-26,Involuntary
3016,Jennifer,Abbott,Operations,Manager,Male,Other,2022-11-18,Active,2025-01-23,Involuntary
1196,Kimberly,Brown,Retail Banking,Manager,Male,Other,2016-05-05,Active,2025-09-02,Voluntary
18164,Ryan,Hill,Retail Banking,Analyst,Female,White,2020-10-02,Active,2025-06-19,Involuntary
23517,Ashley,Krueger,Compliance,Associate,Female,Other,2019-07-04,Active,2025-06-11,Involuntary
4627,Scott,Williams,HR,Associate,Male,Asian,2023-03-19,Active,2022-12-03,Involuntary
2390,George,Steele,IT,Analyst,Male,White,2018-05-14,Active,2023-12-29,Involuntary
13995,Thomas,Jones,HR,Analyst,Male,Black,2025-01-23,Active,2022-12-10,Voluntary
1481,Erica,Brown,HR,Associate,Female,Asian,2025-05-06,Active,2025-06-02,Involuntary
3842,Danny,White,Risk,Director,Female,Other,2023-05-21,Active,2023-05-01,Voluntary
10870,Sean,Hopkins,Retail Banking,Analyst,Male,Other,2020-07-15,Terminated,2024-01-06,Involuntary
15960,Scott,Smith,Compliance,Analyst,Female,White,2024-12-01,Active,2025-08-03,Retirement
19389,Katelyn,Wallace,Retail Banking,Manager,Female,Asian,2018-01-20,Active,2024-02-11,Retirement
15298,Shelia,Galloway,Operations,Associate,Male,White,2017-03-08,Terminated,2024-02-20,Retirement
20725,Jill,Stone,Risk,Associate,Male,Hispanic,2022-11-26,Active,2024-06-02,Voluntary
22972,Madison,Baker,IT,Associate,Male,Black,2025-08-12,Active,2024-02-26,Retirement
15746,Emily,Fitzgerald,Legal,Analyst,Female,White,2025-08-23,Terminated,2023-05-27,Voluntary
491,Sandra,Spencer,Legal,Manager,Male,Black,2017-12-19,Active,2023-12-11,Voluntary
16471,Anita,Davis,Legal,Associate,Male,Black,2024-03-27,Active,2023-08-07,Retirement
5815,Christopher,Chambers,Risk,Associate,Male,Asian,2015-12-24,Active,2025-03-11,Voluntary
22211,Michael,Black,Risk,Analyst,Female,White,2018-08-02,Active,2023-07-10,Involuntary
12466,Holly,Nichols,Operations,Manager,Male,White,2025-03-10,Active,2023-01-18,Voluntary
6434,Michael,Wood,Risk,Manager,Male,White,2023-08-07,Active,2024-06-18,Voluntary
134,Sally,Higgins,Retail Banking,Analyst,Female,Asian,2025-08-15,Terminated,2025-04-15,Voluntary
9843,Sharon,Ortiz,Operations,Associate,Female,Asian,2022-11-02,Active,2024-12-03,Involuntary
7703,Matthew,Henry,Risk,Analyst,Male,Asian,2025-03-13,Active,2023-12-29,Involuntary
13035,Jeffrey,Peterson,IT,Manager,Female,Black,2019-10-28,Active,2023-10-27,Involuntary
23574,Cynthia,Goodman,Operations,Associate,Male,White,2018-02-28,Active,2025-06-28,Voluntary
9817,Sara,Choi,HR,Analyst,Male,Asian,2021-11-25,Active,2025-06-06,Voluntary
5828,Daniel,Benson,Operations,Analyst,Female,Hispanic,2015-11-22,Active,2025-02-19,Retirement
13725,Paul,Spence,HR,Associate,Male,Black,2018-06-21,Active,2024-11-04,Involuntary
1394,Michelle,Johnson,Compliance,Manager,Male,Other,2017-06-18,Active,2023-07-02,Voluntary
21111,Heather,Velasquez,Operations,Associate,Male,Black,2016-03-27,Active,2025-05-12,Voluntary
19070,David,Padilla,Finance,Associate,Female,Black,2018-05-14,Active,2024-05-14,Voluntary
448,Kayla,Lewis,Compliance,VP,Male,Other,2019-12-04,Active,2023-08-29,Retirement
10095,Kelly,Smith,Legal,Manager,Female,Other,2020-11-07,Active,2024-02-29,Involuntary
5506,Kelly,Stevens,Finance,Associate,Female,White,2018-12-24,Active,2024-07-28,Voluntary
10146,Michael,Mckinney,HR,Analyst,Male,Hispanic,2020-04-24,Terminated,2024-05-03,Voluntary
9084,Crystal,Mendoza,Finance,Director,Female,Other,2021-01-09,Active,2023-05-11,Voluntary
2756,Jill,Lewis,Risk,Manager,Female,Asian,2024-01-13,Active,2023-06-26,Retirement
7494,Amanda,Gibson,Operations,Analyst,Male,Asian,2016-02-16,Terminated,2025-04-26,Voluntary
13777,Kristen,Parker,Legal,Manager,Female,Asian,2022-09-22,Active,2023-05-09,Involuntary
23293,Andres,Kim,Risk,Manager,Male,White,2023-05-31,Active,2024-05-22,Involuntary
21814,Erin,Riggs,Risk,Manager,Female,Asian,2015-11-23,Active,2025-03-11,Involuntary
17395,Destiny,Williams,Operations,Analyst,Male,Hispanic,2020-10-23,Terminated,2025-02-11,Voluntary
2160,Rachel,Davis,Retail Banking,Analyst,Female,Asian,2019-03-25,Active,2023-07-28,Involuntary
20954,Christine,Jackson,Compliance,Analyst,Female,Hispanic,2023-09-24,Terminated,2023-08-09,Retirement
3719,Marisa,Franklin,Legal,Analyst,Female,Asian,2017-05-16,Active,2024-01-12,Retirement
14473,John,Miller,HR,Analyst,Female,Black,2017-07-09,Active,2023-09-10,Retirement
21359,Karen,Butler,Risk,Associate,Male,Hispanic,2016-10-23,Active,2023-10-05,Voluntary
120,Melanie,Davis,Retail Banking,Manager,Female,Black,2021-01-24,Active,2022-11-08,Voluntary
3261,Matthew,Mason,Legal,Associate,Other,Black,2024-03-31,Terminated,2024-01-03,Retirement
21006,David,Neal,Finance,Director,Male,Hispanic,2025-03-21,Active,2024-07-06,Involuntary
17149,Austin,Ward,HR,Associate,Male,Black,2021-06-09,Active,2024-03-22,Retirement
11503,Stephanie,Joyce,Operations,Manager,Female,Hispanic,2020-07-09,Active,2023-08-17,Involuntary
7453,Carlos,Smith,Operations,Associate,Male,Hispanic,2020-02-26,Active,2025-03-19,Involuntary
15025,Jennifer,Clayton,Risk,Analyst,Female,Hispanic,2018-04-19,Active,2023-10-16,Voluntary
2537,Nicole,Green,Risk,Associate,Male,Other,2023-03-13,Active,2025-06-10,Voluntary
7297,Daniel,Marshall,Finance,Associate,Female,Asian,2023-11-10,Active,2023-07-27,Voluntary
17663,Elizabeth,Ward,Operations,Manager,Female,White,2017-06-14,Active,2024-03-28,Retirement
12105,Daniel,Luna,Compliance,Analyst,Female,Asian,2022-12-13,Active,2024-05-07,Involuntary
2367,Denise,Steele,Compliance,VP,Female,Other,2022-09-15,Active,2023-06-27,Voluntary
19742,Nicole,Sanders,IT,Analyst,Female,White,2019-09-09,Active,2023-05-06,Voluntary
6525,David,Powell,Retail Banking,Analyst,Male,Hispanic,2019-09-05,Terminated,2023-03-01,Voluntary
21968,Adam,Pruitt,IT,Analyst,Male,Black,2015-09-25,Active,2025-04-12,Retirement
17298,Angela,Moss,IT,Analyst,Male,Other,2017-12-10,Active,2023-06-20,Voluntary
12422,Karen,Duran,Compliance,Manager,Male,Hispanic,2022-02-27,Active,2024-11-22,Involuntary
91,Angela,Johnson,Legal,Analyst,Female,Hispanic,2017-12-08,Active,2024-07-06,Involuntary
11260,Kiara,Delacruz,Compliance,Associate,Male,Hispanic,2017-12-31,Active,2023-03-28,Voluntary
1306,Gary,Johnson,Risk,Associate,Male,Hispanic,2020-03-23,Active,2024-01-30,Involuntary
3850,Taylor,Myers,Retail Banking,Associate,Male,White,2016-03-23,Active,2024-06-15,Involuntary
5749,Shannon,Winters,Operations,Analyst,Male,Other,2016-08-23,Active,2025-08-02,Voluntary
16186,Tara,Perry,Retail Banking,Associate,Male,Other,2024-04-20,Active,2024-01-02,Voluntary
19512,Teresa,Bates,HR,Associate,Male,Black,2021-03-03,Active,2025-05-10,Voluntary
1890,Cameron,Barrett,Retail Banking,Associate,Female,Hispanic,2020-11-17,Active,2024-11-12,Involuntary
10470,Jesse,Sutton,Risk,Associate,Male,White,2021-04-21,Active,2025-05-17,Involuntary
22273,Alex,Shea,IT,VP,Female,Other,2021-09-13,Active,2024-07-03,Voluntary
13198,Christopher,Howe,HR,Analyst,Male,Asian,2019-07-28,Active,2024-08-13,Voluntary
11053,Jonathan,Jackson,Compliance,Associate,Male,Other,2016-09-30,Active,2025-06-20,Voluntary
4579,Brittany,Whitaker,Legal,Analyst,Male,Hispanic,2021-10-30,Active,2023-09-26,Voluntary
5459,Lori,Thompson,Operations,Analyst,Female,White,2019-04-25,Active,2024-06-15,Voluntary
20153,Cristina,Sanchez,Operations,Manager,Male,Hispanic,2016-06-13,Active,2024-02-01,Voluntary
10293,Samantha,Mcmillan,Retail Banking,Associate,Female,White,2022-09-21,Active,2023-06-05,Voluntary
18031,William,Best,HR,Associate,Male,White,2022-02-21,Terminated,2025-04-19,Voluntary
5586,Jamie,Martinez,Operations,Analyst,Male,Asian,2016-09-18,Active,2023-12-04,Voluntary
23639,Carol,Perez,Operations,Analyst,Female,Other,2024-05-27,Active,2023-09-27,Retirement
20191,Rebecca,Rhodes,Finance,Analyst,Female,White,2023-07-01,Active,2025-07-05,Involuntary
21399,Kristen,Rush,Finance,Analyst,Male,Other,2021-10-06,Active,2023-07-24,Involuntary
2154,Tyler,Marsh,Finance,Analyst,Female,White,2021-02-25,Active,2025-07-13,Voluntary
2389,Daniel,Blake,HR,Analyst,Male,Other,2016-11-21,Active,2025-05-31,Voluntary
1900,Brittany,Lee,IT,Analyst,Male,Asian,2019-07-13,Active,2025-06-14,Voluntary
17730,Carmen,Mills,HR,Associate,Female,Hispanic,2021-08-31,Active,2022-09-19,Retirement
16317,Jason,Lopez,HR,Associate,Female,White,2022-07-14,Active,2025-05-12,Voluntary
17814,Alexandria,Weber,Retail Banking,Manager,Male,White,2022-01-26,Active,2024-12-16,Voluntary
16700,Alex,Trujillo,Retail Banking,Manager,Female,White,2020-06-10,Active,2023-06-03,Involuntary
15711,Anthony,Lopez,IT,Associate,Female,Other,2018-01-29,Active,2023-05-02,Voluntary
18646,Richard,Boone,Retail Banking,Analyst,Female,White,2024-07-18,Terminated,2024-04-24,Involuntary
18073,Cynthia,Mills,Legal,Analyst,Female,Hispanic,2018-05-06,Active,2024-08-18,Voluntary
23369,Roger,Morse,Retail Banking,Analyst,Male,White,2022-01-22,Active,2023-04-24,Voluntary
23375,Brian,Larson,Finance,Analyst,Male,Asian,2021-09-03,Active,2024-08-01,Voluntary
11713,Timothy,Roberts,Legal,Associate,Male,Hispanic,2017-07-08,Active,2024-02-11,Voluntary
6971,Rebecca,Garcia,Legal,Associate,Male,Black,2017-03-28,Active,2024-09-07,Involuntary
2118,Brendan,Fischer,Operations,Analyst,Female,Other,2022-03-11,Active,2023-05-03,Voluntary
7556,Ashley,Marquez,Legal,Associate,Female,Asian,2018-10-08,Active,2025-09-10,Voluntary
11312,Donna,Webb,IT,Manager,Female,White,2020-11-11,Terminated,2023-04-04,Voluntary
890,William,Bowman,Finance,Manager,Male,White,2021-09-14,Active,2022-10-30,Involuntary
16650,Vanessa,Fernandez,Retail Banking,Analyst,Male,Black,2017-11-21,Terminated,2024-12-04,Voluntary
10542,Alyssa,Ball,Compliance,Analyst,Male,Hispanic,2020-07-19,Active,2023-01-07,Voluntary
19960,Brett,Scott,HR,Analyst,Male,Hispanic,2017-02-02,Active,2025-09-06,Retirement
16151,Margaret,Romero,Compliance,Analyst,Male,White,2021-09-29,Active,2022-12-04,Voluntary
14395,Robert,Hall,HR,Associate,Female,Asian,2021-10-12,Terminated,2024-05-09,Involuntary
17907,John,Alexander,Risk,Analyst,Male,Asian,2019-07-13,Active,2024-05-21,Voluntary
10959,Jill,Wilson,Risk,Analyst,Male,Hispanic,2022-06-15,Active,2023-11-08,Voluntary
8737,Jennifer,Young,Risk,Associate,Male,Asian,2017-09-16,Active,2022-10-31,Involuntary
12419,Norman,Molina,Legal,Director,Male,Black,2021-09-27,Active,2023-07-05,Voluntary
2632,Jessica,Robles,Risk,Manager,Female,Other,2025-01-20,Terminated,2025-05-16,Voluntary
9454,Deborah,Russell,Compliance,Manager,Female,Asian,2018-03-27,Active,2024-01-30,Voluntary
20098,Elizabeth,Clark,HR,Analyst,Male,Hispanic,2025-01-22,Terminated,2023-03-01,Voluntary
13750,Taylor,Clark,HR,Analyst,Male,Asian,2024-12-15,Active,2023-06-01,Voluntary
21529,Travis,Cole,HR,Analyst,Female,White,2016-06-16,Active,2023-12-22,Voluntary
19170,Emily,Young,IT,Manager,Female,Asian,2019-05-11,Active,2025-05-31,Involuntary
5081,Cindy,Hoover,Legal,Associate,Male,White,2022-06-06,Terminated,2025-06-19,Involuntary
9409,Belinda,Joyce,Retail Banking,Director,Male,Other,2024-03-12,Active,2025-09-01,Involuntary
21241,Bethany,Oneill,Operations,Manager,Female,Other,2023-11-29,Active,2023-10-20,Voluntary
11013,Debra,Ramos,Legal,Analyst,Male,Hispanic,2021-10-25,Active,2023-05-03,Voluntary
21205,Troy,Miller,Compliance,Analyst,Female,Black,2023-02-26,Active,2023-03-22,Retirement
16041,Alexis,Rivera,IT,Analyst,Female,White,2016-05-28,Active,2024-07-19,Voluntary
2919,Rachel,Hill,Legal,Manager,Male,Other,2019-09-20,Active,2025-09-02,Voluntary
9772,Amber,Fitzgerald,Retail Banking,VP,Female,Hispanic,2022-09-19,Active,2023-08-24,Voluntary
12973,Phillip,Kennedy,IT,Manager,Female,Black,2017-04-13,Active,2023-04-30,Involuntary
22495,Suzanne,Mccarthy,Retail Banking,Director,Male,Asian,2018-05-29,Active,2025-07-01,Involuntary
8147,Jennifer,Santiago,IT,Director,Female,White,2018-11-10,Active,2022-09-23,Voluntary
5598,Jeffrey,Herman,Compliance,Analyst,Other,Asian,2021-12-06,Active,2024-09-14,Voluntary
19466,Bill,Kelley,Legal,Associate,Male,Other,2023-05-29,Active,2025-04-04,Voluntary
11732,Juan,Key,Retail Banking,Analyst,Male,Other,2021-04-21,Active,2023-02-02,Voluntary
15042,Kurt,Stevens,IT,Analyst,Male,Hispanic,2019-10-01,Active,2022-11-21,Retirement
2168,Kristen,Berry,Risk,Manager,Female,Hispanic,2022-07-12,Active,2024-08-21,Voluntary
9184,Jason,Pratt,Risk,Analyst,Female,Hispanic,2018-03-19,Active,2023-11-18,Involuntary
12717,Robert,Hicks,Retail Banking,Analyst,Female,Other,2017-12-01,Active,2024-05-13,Voluntary
21784,Stephanie,Wright,IT,Manager,Female,White,2017-01-14,Active,2025-07-30,Involuntary
13230,James,Thomas,IT,Associate,Male,Black,2022-03-28,Active,2023-10-31,Involuntary
708,Kara,Cunningham,Legal,Manager,Male,Asian,2019-03-08,Active,2025-08-30,Voluntary
6778,Danielle,Brown,Compliance,Manager,Female,Asian,2025-05-05,Active,2025-04-18,Involuntary
1143,Alison,Young,Legal,Analyst,Male,Asian,2020-06-30,Active,2024-02-01,Voluntary
8985,Robert,Keller,Retail Banking,Director,Male,White,2021-09-09,Active,2024-11-24,Voluntary
22584,Keith,Clark,IT,Manager,Female,Other,2021-12-27,Terminated,2024-10-03,Voluntary
8645,Stephanie,Mclaughlin,Finance,Analyst,Male,Other,2017-04-17,Active,2024-04-18,Voluntary
6952,Chelsea,David,Operations,Analyst,Male,Other,2021-04-06,Active,2023-10-20,Involuntary
21672,William,Foster,Finance,Associate,Female,Hispanic,2021-05-18,Active,2023-10-28,Voluntary
17150,Brianna,Simpson,IT,Associate,Male,Black,2020-02-17,Active,2023-03-18,Retirement
20460,Julia,Sanders,Operations,Analyst,Female,Hispanic,2022-07-24,Active,2023-07-10,Voluntary
13943,Lawrence,Larson,Compliance,VP,Male,Other,2023-07-27,Active,2024-06-14,Involuntary
15369,Elizabeth,Henderson,Retail Banking,Associate,Female,Other,2019-01-26,Terminated,2022-11-08,Voluntary
5823,Diana,Hernandez,HR,Associate,Male,Black,2025-04-27,Active,2023-10-04,Involuntary
5481,Joseph,Ward,Finance,Associate,Male,White,2020-11-02,Active,2024-09-22,Voluntary
8142,Susan,Beck,HR,Analyst,Male,Hispanic,2016-04-24,Active,2025-08-08,Voluntary
21961,Gary,Richardson,Compliance,Analyst,Female,Other,2019-09-02,Active,2024-10-02,Voluntary
13954,Vernon,Phillips,Compliance,Analyst,Male,White,2023-01-18,Active,2023-07-26,Voluntary
8954,Tara,Elliott,Legal,Associate,Female,Black,2025-03-10,Active,2024-01-20,Involuntary
21796,Linda,Orozco,IT,Manager,Male,White,2016-03-02,Active,2023-06-29,Involuntary
15223,Brittney,Allen,Risk,Associate,Female,Hispanic,2017-05-30,Active,2023-09-15,Voluntary
16190,Jessica,Anderson,Legal,Associate,Male,Black,2021-11-21,Active,2024-12-09,Retirement
16213,Jeremy,Carroll,HR,Analyst,Male,Other,2023-10-02,Terminated,2023-04-21,Involuntary
3479,James,Mills,Operations,Director,Female,Asian,2016-09-08,Active,2023-08-30,Voluntary
16410,Dennis,Paul,IT,Manager,Female,Asian,2024-08-05,Active,2025-01-16,Voluntary
1722,Edward,Smith,HR,Manager,Male,Other,2024-11-07,Active,2023-09-04,Voluntary
1788,Elizabeth,Jones,Operations,Analyst,Male,Asian,2017-05-22,Active,2023-11-30,Voluntary
3810,Larry,Andrade,Compliance,Analyst,Male,Asian,2017-02-26,Active,2025-01-10,Involuntary
22788,Ashley,Young,Compliance,Analyst,Female,Hispanic,2019-10-10,Active,2023-03-05,Involuntary
2901,Jennifer,Powell,IT,Analyst,Female,White,2016-08-15,Active,2024-07-20,Voluntary
16739,Erin,Hutchinson,Compliance,Analyst,Male,Hispanic,2019-10-05,Active,2022-09-25,Voluntary
21525,Daniel,Hernandez,Legal,Associate,Male,Black,2023-10-24,Active,2025-07-21,Voluntary
5911,Veronica,Chavez,Risk,Analyst,Female,Asian,2023-01-08,Active,2023-03-29,Voluntary
8915,Alexander,Gordon,IT,Associate,Female,Other,2024-07-31,Active,2024-06-07,Involuntary
16359,Courtney,Wood,Finance,Analyst,Female,Black,2023-02-17,Active,2023-02-16,Voluntary
10518,Ana,Davis,Operations,Manager,Other,White,2019-10-16,Active,2023-09-28,Voluntary
6250,Jeffrey,Davis,Compliance,Analyst,Female,Black,2024-06-29,Terminated,2024-11-25,Involuntary
23162,Bruce,Castillo,IT,Manager,Male,White,2025-04-30,Active,2023-05-02,Involuntary
19166,Matthew,Bender,HR,Associate,Female,Asian,2022-12-25,Active,2023-12-11,Voluntary
2312,Derrick,Gonzales,Operations,Analyst,Male,Black,2018-02-10,Active,2024-03-21,Retirement
17553,Leah,Mclaughlin,IT,Analyst,Male,Other,2023-07-29,Active,2023-07-10,Voluntary
2407,John,Taylor,Compliance,Analyst,Female,Other,2017-05-11,Active,2025-05-17,Involuntary
13633,Daniel,James,Operations,Associate,Male,Other,2020-12-14,Active,2023-09-01,Voluntary
17648,Benjamin,Miller,Risk,Analyst,Female,Hispanic,2020-10-25,Active,2024-10-16,Retirement
23915,Martin,Martinez,Operations,Analyst,Female,Other,2023-10-29,Active,2022-12-08,Involuntary
5284,Jesse,Harrell,Operations,Manager,Male,Asian,2024-11-10,Active,2024-09-09,Voluntary
20091,Christine,Bell,HR,Manager,Female,Other,2018-01-12,Active,2023-04-13,Voluntary
20970,Mario,Rich,Finance,Manager,Female,Asian,2023-06-15,Active,2022-10-03,Involuntary
